feature1,feature2,target
63.942679845788376,1.1481021942819636,96.89962572847513
2.5010755222666936,72.07218193601946,92.63669830081275
27.502931836911927,68.17103690265748,84.86957344143055
22.321073814882276,53.69703304087952,16.6311110603914
73.64712141640123,26.682518995254277,48.56411254507185
67.66994874229113,64.0961798579808,21.374729919918167
89.21795677048453,11.155217359587644,40.10402925494526
8.693883262941615,43.4765250669105,5.8635399972178925
42.192181968527045,45.37237063292064,37.89731189769161
2.9797219438070344,95.38159275210802,98.5308843779726
21.863797480360336,87.58529403781941,26.520305817215196
50.53552881033624,26.338905075109075,78.40706019485694
2.6535969683863625,50.058611305029835,45.500836733914326
19.88376506866485,17.865188053013135,42.30074859901629
64.98844377795233,91.26278393448204,95.73176408596731
54.49414806032167,87.05185698367669,99.54226894927139
22.044062204069668,29.84447914486329,55.57683234056182
58.92656838759087,63.89494948660052,71.8408275296326
80.94304566778267,60.897021143817234,15.479682527406414
0.6498759678061017,15.28392685496348,29.67078254945642
80.58192518328079,76.25108000751513,96.87093649691589
69.81393949882269,53.937903011962575,57.91802908162562
34.02505165179919,77.86264786305583,54.21952013742742
15.547949981178155,53.035367219517745,74.7975560379064
95.72130722067811,0.05718961279435053,5.716527290748308
33.65945451126267,32.41560570046731,58.41775944589712
9.27458433801479,1.9476742385832302,50.28503829195136
9.6716376833464,92.9098616264617,85.27198920482853
84.74943663474598,87.87218778231842,15.743272793948327
60.37260313668911,83.16655293611794,96.07789032744503
80.71282732743802,30.751412540266145,8.011146524058688
72.9731786693818,5.792516649418755,18.58249609807232
53.62280914547007,87.80095992040405,59.50351064500276
97.31157639793706,94.69494452979941,67.52125536040901
37.853437720835345,8.565345206787878,23.52038950009312
55.2040631273227,48.59904633166138,11.98866139471242
82.94046642529949,6.921251846838361,89.02873141294376
61.85197523642461,76.06021652572316,24.621534778862486
86.17069003107773,76.58344293069878,59.45191535334412
57.735214525676206,12.83914644997628,61.93815103321031
70.45718362149235,47.52823780987313,41.92249153358725
4.5824383655662215,54.98035934949439,58.367228929122476
22.789827565154685,26.50566289400591,52.278271553195886
28.938796360210716,87.24330410852575,93.47062577364272
7.9791976923627495,42.31379402008869,20.425919942353644
23.27908863610302,21.179820544208205,71.61918007894148
10.100142940972912,53.92960887794583,23.868595261584602
27.79736031100921,72.99310690899762,39.57858467912545
63.56844442644002,20.11510633896959,67.16902229599712
36.48321789700842,31.171629130089496,29.999707979876224
37.018096711688266,99.51493566608947,31.6177196271854
20.95070307714877,64.98780576394535,75.18644924144022
26.697782204911334,43.8100083914504,7.254311449315731
93.6654587712494,51.75758410355906,45.82855226185861
64.80353852465936,12.100419586826572,99.84544408544423
60.913100566698816,22.469733703155736,99.60964478550945
17.1138648198097,33.808556214745536,7.3260721099633
72.91267979503492,58.83087184572333,21.31543122670404
16.34024937619284,23.0114732596577,26.520041475040134
37.94554417576478,22.021738445155947,93.3259377993709
98.95233506365952,7.099308600903253,88.08641736864395
63.999975985409286,63.11029572700989,87.92702424845427
55.694974377464625,22.894178381115438,36.9527088738884
68.46142509898746,90.5420013006128,15.774683235723197
84.28519201898096,85.96354002537466,83.37449546398071
77.59999115462448,7.085734988865344,70.3539925087371
22.904807196410438,23.80046343689952,61.16777657259501
3.210024390403776,66.89777782962805,98.72330636315043
31.54530480590819,21.42368073704386,65.39763177107326
26.774087597570272,13.2311848725025,0.7823107152157949
21.098284358632647,93.5514240580671,81.71041351154616
94.29097143350545,57.104309332528445,29.93787521999779
87.63676264726689,47.26710263117941,66.33887149660774
31.467788079847793,78.46194242907534,93.89300039271039
65.543866529488,80.74969977666434,13.429111439336772
39.56319010606643,19.04099143618777,11.54286704191022
91.45475897405436,9.693081422882333,10.703597770941764
45.88518525873988,43.10511824063775,55.32236408848159
26.488016649805246,42.35786230199208,27.234821231481632
24.662750769398343,46.7024668036675,60.482982703022394
56.13681341631508,72.90758494598506,71.7612187138798
26.274160852293527,67.33645472933016,20.359731232745293
58.45859902235405,98.41652113659661,63.423795888507975
89.78228836024769,9.841787115195888,26.39839016304094
39.940050514039726,40.26212821022688,48.85318521493765
21.932075915728333,33.93026053949632,90.53364910793232
99.75376064951102,86.16725363527911,84.61037132948555
50.95262936764645,24.865633392028563,9.229846771273342
9.090941217379388,19.02089084408115,42.357577256372636
4.711637542473457,44.86135478331319,27.668022397225165
10.964913035065916,42.18816398344042,0.35456890877823
62.744604170309,27.85451446669405,77.11192230196271
79.20793643629641,24.98064478821005,63.71133773013796
42.215996679968406,92.32655992760128,26.19552624343482
6.352770615195713,44.313074505345696,74.12309083479308
38.16192865065368,86.13491047618305,55.16804211263913
99.61213802400968,55.0325312449848,42.768691898067935
52.911434509913704,5.058832952488124,0.9669699608339966
97.10783776136182,99.92824684127267,7.524386007376704
86.07797022344981,83.60275850799519,88.3106393300143
